real_time,TIME_SINCE_MARK,CURRENT_STAGE,ALTITUDE_ASL,DOWN_RANGE,SPEED_SURFACE,SPEED_ORBITAL,MASS,ACCELERATION,Q,AO_A,AO_S,AO_D,ALTITUDE_TRUE,PITCH,GRAVITY_LOSSES,DRAG_LOSSES,STEERING_LOSSES,DELTA_V_EXPENDED
24.34920635,22.67997837,9,935.6121807,13.88718783,72.67571574,444.8326925,528.7671408,1.401896103,2990.14402,0.480107315,0.196693316,0.518684219,836.6804772,89.77999878,18.25109114,0.011455081,269.8978786,294.5396554
24.58333333,22.89997816,9,952.2002219,14.08661967,73.55106118,444.9812426,528.2290853,1.403719238,3055.689245,0.38434741,0.140028618,0.409001936,854.8816886,89.67069092,18.61870871,0.01180749,272.397289,297.5671633
24.81746032,23.11997795,9,968.9812818,14.28894504,74.4302925,445.1386084,527.6909689,1.40551636,3122.085272,0.277104411,0.083221941,0.289197856,874.1215117,89.54523926,18.99045923,0.012160242,274.8895163,300.598894
25.0515873,23.33997774,9,985.9561602,14.49559725,75.31300019,445.3059442,527.1529898,1.407087713,3189.32929,0.164133815,0.029733614,0.166594418,891.0170777,89.40829468,19.36634769,0.012574796,277.3727087,303.6332124
25.28571429,23.55997753,9,1003.125625,14.70976413,76.20009657,445.4840162,526.6147741,1.409082741,3257.430563,0.050698573,-0.017342005,0.056455935,908.106761,89.26532898,19.74638172,0.013024881,279.8491542,306.6732908
25.51984127,23.77997732,9,1020.490802,14.93353662,77.09233867,445.6729042,526.076528,1.411336142,3326.529664,-0.058314434,-0.055883977,0.080285343,925.3918409,89.12229004,20.130573,0.013475434,282.3173228,309.7173733
25.75396825,23.99997711,9,1038.05242,15.16946051,77.98694138,445.8714022,525.5384039,1.412754334,3396.391329,-0.159362593,-0.084881635,0.180183357,942.8729419,88.98336182,20.51892073,0.013926474,284.7761697,312.7640497
25.98809524,24.2199769,9,1055.811118,15.4181471,78.88531236,446.0787702,525.0002951,1.414315048,3467.089278,-0.250217454,-0.104893824,0.271103268,960.5509092,88.85152283,20.91143027,0.014378016,287.2267658,315.8143553
26.22222222,24.43997669,9,1073.767718,15.6824377,79.78756991,446.2938242,524.4621481,1.416251538,3538.644,-0.331001392,-0.117192503,0.350778971,978.4266006,88.72764587,21.30810902,0.014830075,289.6699858,318.8690483
26.45634921,24.65997648,9,1091.923034,15.96212186,80.69396661,446.5155375,523.9239859,1.418008757,3611.092056,-0.403530613,-0.123762116,0.42189748,996.5004216,88.61032104,21.70896604,0.015282661,292.1056182,321.9275736
26.69047619,24.87997627,9,1110.277965,16.26028548,81.60414593,446.7429652,523.3857855,1.419903119,3684.403534,-0.470178214,-0.126707778,0.486903796,1014.773614,88.49730835,22.11400969,0.015735782,294.5338928,324.9900011
26.92460317,25.09997606,9,1128.833222,16.57674695,82.51738302,446.9755675,522.8478063,1.421295333,3758.536139,-0.534608755,-0.127812279,0.549514475,1031.49548,88.3850647,22.52324546,0.016189443,296.9535392,328.0546589
27.15873016,25.31997585,9,1147.58941,16.91234431,83.43420783,447.2134597,522.3097891,1.422710681,3833.476076,-0.599611401,-0.12857892,0.6131133,1049.601992,88.27026978,22.93668003,0.016643651,299.3659343,331.1233575
27.39285714,25.53997564,9,1166.547336,17.26857152,84.35418828,447.4569673,521.7718328,1.424456679,3909.232965,-0.667706221,-0.129496255,0.679975126,1068.699813,88.15009766,23.35431859,0.01709841,301.7704302,334.1954918
27.62698413,25.75997543,9,1185.707695,17.64622221,85.27745334,447.7068027,521.2339681,1.425860099,3985.805537,-0.739993308,-0.13039614,0.751230554,1088.011964,88.02282104,23.77616548,0.017618771,304.1663279,337.2704669
27.86111111,25.97997522,9,1205.071218,18.04744734,86.20538415,447.9641511,520.6959547,1.427851175,4063.279393,-0.816460377,-0.130524655,0.826678874,1107.540256,87.88791199,24.20222951,0.018193317,306.55529,340.3507836
28.0952381,26.19997501,9,1224.638847,18.47412603,87.13723394,448.2297024,520.1579946,1.429722534,4141.643888,-0.895586812,-0.128625648,0.904782993,1127.286155,87.74611816,24.63251572,0.018767625,308.9356536,343.43464
28.32936508,26.4199748,9,1244.411297,18.92787011,88.07263453,448.5040932,519.6199888,1.431582846,4220.834783,-0.975096626,-0.123383785,0.98279249,1147.250969,87.59963074,25.06702605,0.019341634,311.3076891,346.5226576
28.56349206,26.63997459,9,1264.389464,19.41142481,89.01313603,448.7881603,519.0819105,1.433702175,4300.990895,-1.051853666,-0.114222011,1.058006627,1167.436032,87.45124207,25.50576821,0.01991528,313.6717337,349.6154454
28.79761905,26.85997438,9,1284.574252,19.9275952,89.95742309,449.081739,518.5438818,1.435554561,4382.023007,-1.123057379,-0.101453607,1.127480281,1187.842634,87.30379944,25.94874383,0.0204885,316.0267838,352.7117321
29.03174603,27.07997417,9,1304.966385,20.477656,90.90560373,449.3846956,518.0058721,1.437305085,4463.908915,-1.186128404,-0.086108161,1.189222726,1208.472121,87.16004944,26.3959544,0.021061236,318.3731231,355.8118076
29.26587302,27.29997396,9,1325.566598,21.06430073,91.85744289,449.6965549,517.4678358,1.438961133,4546.633856,-1.239655794,-0.069694537,1.241562435,1229.142479,87.02200928,26.84740049,0.02163344,320.7109425,358.9157386
29.5,27.51997375,9,1346.375605,21.68933961,92.81324288,450.0168147,516.9297499,1.44093247,4630.204028,-1.28329043,-0.053081996,1.284349047,1248.562604,86.89082031,27.3030843,0.022205074,323.0410284,362.0243344
29.73412698,27.73997355,9,1367.394293,22.35439024,93.77333193,450.3449216,516.3917135,1.442960023,4714.693096,-1.317825894,-0.036544331,1.318347302,1270.364361,86.76633911,27.76301042,0.022776106,325.3627841,365.1365576
29.96825397,27.95997334,9,1388.623523,23.06126707,94.73837858,450.6804541,515.8536238,1.444816032,4800.12463,-1.345148657,-0.019826864,1.345229611,1291.781328,86.64746094,28.22718615,0.023346517,327.6769984,368.2532683
30.20238095,28.17997313,9,1410.064079,23.81116568,95.70647792,451.0224823,515.315595,1.44648192,4886.339233,-1.367409699,-0.002297826,1.3673668,1313.028353,86.53230591,28.69561102,0.024075472,329.9829267,371.3733251
30.43650794,28.39997292,9,1431.716759,24.60528064,96.67954865,451.3713234,514.777429,1.448668581,4973.479551,-1.387054586,0.016924112,1.387146536,1334.594164,86.41872559,29.16829273,0.024802469,332.2819754,374.4986211
30.67063492,28.61997271,9,1453.582397,25.44478518,97.65607885,451.7266643,514.2394499,1.450314177,5061.480441,-1.406017742,0.037968117,1.406493445,1356.372521,86.30462341,29.64523282,0.025527477,334.5719135,377.6261941
30.9047619,28.8399725,9,1475.661622,26.33167018,98.63711066,452.0891189,513.7013639,1.452104907,5150.330771,-1.425698407,0.060483373,1.426893804,1378.08615,86.18830566,30.12643523,0.026250456,336.8547545,380.7589491
31.13888889,29.05997229,9,1497.955477,27.26676621,99.62247736,452.4590824,513.1632894,1.454211904,5240.081898,-1.446745213,0.083056464,1.449142002,1399.798847,86.06868591,30.61190338,0.026971359,339.1296726,383.895958
31.37301587,29.27997208,9,1520.464759,28.25214494,100.6124803,452.8372208,512.6252188,1.456164375,5330.754385,-1.469092339,0.104053803,1.472728555,1422.456957,85.94565735,31.10164061,0.027690127,341.3962938,387.0369196
31.60714286,29.49997187,9,1543.19033,29.28934729,101.6068144,453.2239449,512.0870832,1.458113427,5422.290905,-1.492194526,0.121749811,1.497096273,1445.342421,85.81973267,31.59564766,0.028406691,343.654888,390.1824128
31.84126984,29.71997166,9,1566.132999,30.38018535,102.6051835,453.6195113,511.5489591,1.460154503,5514.681033,-1.514875703,0.135397069,1.520856119,1468.45638,85.6919281,32.09392351,0.029120976,345.9051588,393.3321675
32.07539683,29.93997145,9,1589.293551,31.52666744,103.6088769,454.0244543,511.010774,1.462180584,5608.03372,-1.535528467,0.14548647,1.542299768,1491.777682,85.56399841,32.59647156,0.029832905,348.1473636,396.4866072
32.30952381,30.15997124,9,1612.672863,32.73079409,104.6169736,454.4384666,510.4725241,1.464394023,5702.258182,-1.552645562,0.153760369,1.560216352,1515.110309,85.43748779,33.10329118,0.030542402,350.3816393,399.6459179
32.54365079,30.37997103,9,1636.271709,33.99426097,105.6287401,454.8610878,509.9344725,1.465929858,5797.327646,-1.565170112,0.162437373,1.573470358,1538.619041,85.31357117,33.6143788,0.031429112,352.6060414,402.8072616
32.77777778,30.59997082,9,1660.090685,35.31848278,106.6444161,455.2921113,509.3963751,1.467581686,5893.155058,-1.572380702,0.173742485,1.581894767,1562.34797,85.19309387,34.12973095,0.032312247,354.8224088,405.9731314
33.01190476,30.81997061,9,1684.130581,36.7057235,107.6646655,455.7313625,508.8582853,1.469626975,5989.87455,-1.57411727,0.188971259,1.585330852,1586.297257,85.07641602,34.64934804,0.03319174,357.0304736,409.1430223
33.24603175,31.0399704,9,1708.392158,38.1566682,108.6885049,456.1782018,508.3202642,1.471329575,6087.365996,-1.570906663,0.208069405,1.584589898,1610.467993,84.96322632,35.1732263,0.034067538,359.2300917,412.3166018
33.48015873,31.25997019,9,1732.876116,39.67307369,109.7176073,456.6329581,507.7821821,1.473348274,6185.767208,-1.563797243,0.230021423,1.580558289,1634.860672,84.8526886,35.70136873,0.034939598,361.4222276,415.4951869
33.71428571,31.47996998,9,1757.583357,41.25591393,110.7507964,457.095168,507.2441725,1.475241489,6285.001398,-1.554447294,0.253130634,1.574777631,1659.476465,84.74348755,36.23377397,0.035807885,363.6061001,418.6776362
33.9484127,31.69996977,9,1782.514686,42.9065538,111.7890813,457.565122,506.7060751,1.477410343,6385.112715,-1.543706137,0.275085245,1.567927925,1684.315899,84.63505554,36.77044379,0.036672367,365.7826039,421.8652534
34.18253968,31.91996956,9,1807.670958,44.62645718,112.8313535,458.04262,506.1681112,1.479250169,6486.052346,-1.53314242,0.294366668,1.561123345,1709.379936,84.52602539,37.31137586,0.03753301,367.9501187,425.055713
34.41666667,32.13996935,9,1833.052802,46.41617691,113.8780878,458.5279652,505.6301435,1.481026235,6587.781073,-1.523246716,0.309675802,1.554339712,1734.669378,84.41600342,37.85656803,0.038389776,370.1096843,428.2505822
